,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
0,1.0,0.7026171689305275,0.0,0.0,0.0,0.703489842985436,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5669467095138409,0.0,1.0,0.6546536707079772,0.0,1.0,0.0,0.7006490497453707,0.0,1.0,0.0,0.0,0.7053006306475536,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7042497724071225,1.0,0.0,0.6928203230275508,0.6969320524371696,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7026734661277598,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7026171689305275,1.0,0.36822797743604746,0.0,0.0,0.841422871141826,0.8571428571428571,0.36556880747048387,0.6539784217704622,0.315292639969438,0.0,0.0,0.7587869106393281,0.7960195695691951,0.0,0.2841688473443973,0.0,0.44398457423459364,0.8993461677306268,0.5936580061249742,0.6983587316220704,0.0,0.782697328259534,0.574755423385904,0.49065338146265813,0.0,0.6312505932105728,0.5851192459829915,0.0,0.7513796833634967,0.7257206142050043,0.5969620057957092,0.7334022006230877,0.5267023681505378,0.2776571911605986,0.44595560821048325,0.5462216512182374,0.5955181144234731,0.7031674369909662,0.6997023176561111,0.699205898780101,0.5878490433990221,0.8032193289024988,0.6008977599076547,0.7809475220897141,0.1725491036522523,0.11353187097803705,0.7697704747851347,0.5435115582987876,0.4442420436850653,0.5615925058548009,0.6484482825963503,0.660998467033002,0.8618916073713346,0.5435366406954888,0.6339632181664637,0.6252272314199782,0.892497464499441,0.3429971702850177,0.7029836744275274,0.2820380374088831,0.23477676001400136,0.0,0.0,0.7268402263103562,0.15830295847646214,0.0,1.0,0.0,0.0,0.0,0.0,0.5995006241332085,0.0,0.4417595671307133,0.5717174489413002,0.7043818894277777,0.0,1.0,1.0,1.0,0.7052033947429558,0.0,0.0,1.0,0.0,1.0,0.0,0.23263800934072706,0.43842759727236263,1.0,1.0,1.0,1.0,0.0,0.5091750772173156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.36822797743604746,1.0,0.7069303353244901,0.0,0.8653453680268146,1.0,1.0,-0.00016225864027259452,0.0,0.0,0.0,0.891896981712967,0.815622855069198,0.0,0.0,0.0,0.0,0.7649739768026003,1.0,1.0,0.0,0.8942708636036332,0.0,0.0,0.0,0.8161819993013596,0.7904043749759198,0.0,0.8654144510425874,1.0,0.8014507516435327,0.7985272459499264,0.7974409535778859,0.0,0.0,1.0,0.8156181550887611,0.0,0.0,0.0,0.7557048231852381,1.0,1.0,0.7035021352044982,0.11547950040020528,0.4074728289043495,0.8653720461631188,1.0,0.0,0.5264167823233145,0.8156491530077212,0.6527506036853987,1.0,0.7552203731903256,0.1402054995726355,0.863642935986349,1.0,0.11516335992621968,0.0,0.0,1.0,0.0,0.0,0.8655298241136501,0.33486506673999256,0.0,0.8280786712108251,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4703584482875253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7070529904001789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.7069303353244901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53748384988657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7067768969692998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25826386996456013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760715294819264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.703489842985436,0.841422871141826,0.8653453680268146,0.0,0.0,1.0,0.8451542547285166,0.7,0.40387244239458975,0.7060692064806225,0.0,0.0,1.0,0.9419577465627994,0.0,0.39532139618164647,0.7057079533454471,0.706075260898212,0.49735027281476557,0.9097392872555607,0.9244965535636249,0.0,1.0,0.0,0.7019641181630338,0.0,0.7805694830964925,0.7488066825775657,0.0,1.0,0.7469418960244648,0.8934283886883636,0.9088582902811997,0.8809793925206482,0.49421965317919075,0.7047921864945659,0.892497464499441,1.0,0.703489842985436,0.7024393586862705,0.7019641181630338,0.7530455447436782,0.9042179288717304,0.8639609779547751,0.8328713578909894,0.1329679708930781,0.40342974430362954,1.0,0.9121296615506589,0.7014723744122017,0.7867837456508505,1.0,0.5673649067577046,0.8043996665398437,0.7457805907172996,0.3310423554409472,0.8087571021725035,0.8574929257125441,0.2182178902359924,0.7035623639735145,0.7048512514170658,1.0,0.0,0.0,0.8920452235459051,0.3512543659936907,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4412899750790439,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.8571428571428571,1.0,0.0,0.0,0.8451542547285166,1.0,1.0,0.0,0.0,0.0,0.0,0.875609756097561,0.9128709291752769,0.0,0.0,0.0,0.0,0.14907119849998599,1.0,1.0,0.0,0.625,0.0,0.0,0.0,0.9459843358303369,1.0,0.3333333333333333,0.8116883116883117,1.0,0.9116846116771036,0.7545454545454545,0.9157509157509157,1.0,0.0,1.0,0.8320502943378436,0.0,0.0,0.0,0.858258202906994,1.0,1.0,0.8385254915624211,0.0,0.40451991747794525,0.842741935483871,0.8958064164776167,0.0,0.8964214570007952,0.8401680504168059,1.0,1.0,1.0,0.6708203932499369,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4960158727618966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,0.36556880747048387,1.0,0.0,0.0,0.7,1.0,1.0,1.0,1.0,0.0,0.0,0.7006490497453707,0.0,0.0,1.0,0.0,1.0,0.6922186552431729,1.0,1.0,0.0,0.8111773283374345,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7043173944508144,1.0,0.5745407621558638,1.0,1.0,1.0,0.7035264706814485,1.0,1.0,1.0,0.8141195843820603,1.0,1.0,0.6972166887783964,0.30151134457776363,0.7042028396309278,0.7006490497453707,1.0,1.0,0.0,0.0,0.0,1.0,0.8128757356766885,0.3707113440195691,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.4034281889002974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6241515980843952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.6539784217704622,-0.00016225864027259452,0.0,0.0,0.40387244239458975,0.0,1.0,1.0,0.5769881805562116,0.0,0.0,-0.013513513513513514,-0.0028256029332034156,0.0,0.3507552982911011,0.0,0.7061633427661526,0.5619514869490164,0.0,1.0,0.0,0.49936988027725265,0.0,0.5705974021574556,0.0,-0.0007974139377369626,0.4077494769803925,0.0,-0.0034129692832764505,1.0,-0.000532359716703542,0.7059272861515791,0.3324511101308631,0.7063651902314058,0.7067094185357876,0.0,-0.006655141069022954,1.0,1.0,1.0,0.4077413360791322,1.0,0.0,0.3427146441444411,0.2238549566158887,0.33217659533449007,-0.002398081534772182,0.0,1.0,-0.00671837316822557,-0.004048582995951417,0.0,0.0,0.33142493638676845,0.3556945918167367,0.0,1.0,0.19802950859533489,1.0,0.7058474626783007,0.0,0.0,0.0,1.0,-0.0006406179198727658,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.705815260873376,0.7048072408490471,1.0,0.0,1.0,1.0,1.0,0.7056503290095426,0.0,0.0,1.0,0.0,1.0,0.0,0.3715638592389433,0.4067466450811038,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,0.315292639969438,0.0,0.0,0.0,0.7060692064806225,0.0,1.0,0.5769881805562116,1.0,0.0,0.0,0.0,0.0,0.0,0.1837551844047188,0.0,1.0,0.47598581911649424,0.0,1.0,0.0,0.7067177265319581,0.0,1.0,0.0,0.0,0.5771896040218593,0.0,0.0,0.7056739392254927,0.0,0.7065601195036075,0.0,0.7060568818974697,1.0,0.0,0.0,1.0,1.0,1.0,0.44673194366877284,1.0,0.0,0.7044027300535328,0.1680519551428343,0.5768882040742382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4988909413330387,0.25715686057303144,0.0,1.0,0.10286889997472794,1.0,1.0,0.0,0.0,0.0,0.7062267475148988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4929408222146016,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.128819260761744,0.7065835796489937,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
